AnnualIncome,HouseholdSize,YrsEdAfterHS,HrWkTV,AnnualCharges
91.9,8,0,51,20998.85
75.4,3,3,50,9375.71
45.2,7,3,38,18416.61
80.9,4,4,32,19122.29
103.7,6,3,22,13189.31
46.8,6,1,53,11595.46
26.8,6,2,52,9911.5
64.8,7,3,2,18082.19
37.3,7,0,56,12765.04
80.1,3,0,8,8801.94
99.9,7,5,35,10642.47
85.2,3,1,10,7582.82
48.1,6,1,15,7940.8
12.7,2,3,35,9064.41
8.3,3,3,55,0
60.9,6,0,58,9956.12
122.6,7,2,33,15189.45
55.6,8,3,39,6620.99
93,3,4,41,14856.94
50.6,4,1,28,11560.1
69.3,7,1,32,14623.48
43.9,2,2,34,13724.05
93.1,8,4,14,24285.27
49,5,4,12,0
57.3,7,1,22,14920.15
67.8,4,3,35,11198.7
14.8,5,1,25,7517.97
130.2,5,4,43,24895.8
80.8,8,2,39,14827.26
112.7,5,1,30,25724
40.6,7,0,12,5786.16
115,4,1,22,13494.02
32.9,7,3,44,8545.29
112.5,3,2,35,19701.33
132.9,2,5,45,18536.07
58.4,2,2,8,5000.04
105.9,6,2,36,24212.2
57.1,3,2,27,1686.45
43.2,3,4,35,13714.63
60,3,4,2,11905.54
107.8,7,2,11,16627.28
124.5,8,1,1,28999.31
128.9,2,3,53,13066.11
92.1,5,4,8,15974.81
50.7,2,2,12,8297.14
28.4,2,3,10,0
13.6,8,1,14,12090.69
74.9,2,3,56,16634.68
101.2,2,4,13,12335.79
124.7,6,3,44,20013.98
41.8,8,4,58,18124.88
49.3,3,2,45,13657.43
46,3,2,46,4646.22
54,4,5,12,15738.24
104.9,7,1,33,26308.97
94.8,5,3,34,17596.6
100.6,6,3,44,12482.62
39.6,4,1,24,9758.31
90.8,6,3,36,22463.14
95.2,6,5,4,8502.39
97.4,5,2,18,17447.27
105,5,2,4,8892.87
92.6,3,2,4,12760.16
115.8,8,1,19,20752.75
65.2,7,0,19,7888.06
79.4,7,2,26,17971.66
39.7,4,3,57,0
51.7,3,0,40,9309.12
56.1,4,4,39,9136.75
94.3,3,5,26,11686.33
33.8,4,4,16,11713.22
22.4,8,0,29,10415.88
38.8,6,3,11,6269.61
62.6,3,1,10,17769.42
66.7,7,1,0,1597.3
58.1,7,4,29,16618.91
53.5,7,4,18,10299.35
100,2,0,21,12142.37
89.8,2,2,13,8541.68
59.5,3,5,24,4487.28
52.7,5,2,7,2063.16
65.7,7,3,39,12285.15
89.6,2,0,52,4458.78
121.8,3,4,22,21766.06
42,3,4,3,4833.86
91.1,5,3,38,15404.91
82.4,7,1,57,13485.67
60,4,0,8,11288.47
44.6,6,4,22,3693.75
46.9,8,2,26,16480.1
34.6,3,1,20,8159.64
124.4,2,3,52,13388.28
79.1,7,3,3,21466.77
79.1,1,1,10,8055.25
63.9,4,5,28,3771.11
67.7,7,4,20,15387.37
101,8,2,31,16158.59
51.9,5,3,54,7936.28
17.8,1,5,55,0
94.7,6,3,60,16511.08
80.6,3,4,4,7914.68
28.6,8,3,52,9311.1
84.6,3,4,13,11577.06
114.1,4,3,7,20996.45
52.3,5,3,25,7312.04
49.3,5,4,56,12301.79
117.6,2,4,8,7580.88
52.5,3,2,2,12107.35
93.8,2,4,45,11360.17
74.9,4,2,24,4259.85
35.1,5,2,31,5280.39
38.1,3,2,26,12817.31
113.7,2,2,39,14392.66
41.5,5,5,17,0
71.8,7,4,15,6833.61
86,1,2,51,1386.55
81.8,7,4,1,16613.53
28.7,2,0,39,9707.81
37.3,6,3,17,12572.89
45.8,3,1,40,7272.4
27.8,5,3,17,3698.19
97.2,6,3,37,10139.23
29.6,1,2,19,5282.63
83,8,1,20,21915.47
84,2,1,54,15473.27
51.4,3,2,13,2119.26
61.5,7,0,38,18694.14
110.2,4,2,53,19669.95
75.6,6,4,9,16379.55
41.2,4,4,32,8676.98
112.5,3,3,23,13172.75
62.3,2,2,11,2251.36
90.3,4,1,31,14635.51
130.9,3,1,52,19743.92
74.3,8,3,29,14547.83
38.6,2,2,7,12900.51
56.4,6,4,25,5933.66
65.8,7,2,50,4014.03
102.5,7,2,17,13915.16
114.3,6,5,36,24541.13
43.1,7,4,58,9970.87
78.5,6,2,51,12420.28
102.3,3,5,14,16477.24
55.4,4,2,33,7787.82
53.3,2,3,40,12439.75
101.4,5,4,18,22904.22
88.7,7,4,29,11308.15
57.1,5,4,30,11356.24
71.6,6,0,18,13329.36
53.7,8,1,29,11162.3
78.2,5,2,17,16778.73
55.3,7,3,53,14634.9
83.7,6,3,46,19640.36
28,2,4,11,715.21
49.5,1,1,2,5051.46
46.6,5,0,53,14997.19
78.1,4,1,51,9626.53
65.9,4,3,53,8516.34
54,4,3,48,17305.79
35.8,5,0,24,12294.02
31.5,4,1,19,8827.49
106.9,6,1,58,12563.51
48.4,5,0,50,5463.23
107.2,6,2,58,15198.83
34.5,2,3,28,5215.28
93,4,4,16,12707.54
101.9,3,1,15,8738.32
68.9,2,1,55,12662.3
52.4,5,4,31,15010.58
63.2,5,4,43,4924.91
102.2,2,3,11,7526.41
64.7,6,0,29,8482.6
15.4,7,1,36,556.53
63.5,3,5,7,5502.61
84,6,5,14,13560.16
120.4,8,1,37,22424.67
112.5,3,4,36,14865.27
92.8,8,4,30,7578.35
60.3,5,3,7,14412.03
113.6,6,1,37,11329.36
54.7,2,0,13,13536.67
117.7,2,4,42,20198.79
59.1,4,4,60,14828.2
20.2,7,0,24,4308.3
68,7,2,36,9599.36
78.9,4,4,53,14673.13
95.5,4,4,40,14593.34
79.8,4,4,13,7938.06
127.8,4,1,33,19060.69
49.4,7,1,57,16357.96
57.8,8,3,30,10356.81
93.6,3,2,24,16530.61
82.7,1,0,45,5887.65
39.4,1,1,19,7413.55
50.4,6,2,57,19096.77
87.7,1,2,22,12430.52
33.8,4,1,30,10352.73
74.1,6,0,8,11072.07
98,3,5,51,9912.27
79,4,2,30,4277.58
54.8,6,4,52,9170.38
59.3,8,1,32,6067.7
124.2,5,2,59,15337.66
87.5,2,3,28,10863.1
88.6,2,0,43,14389.82
75.1,3,2,3,6433.53
41.7,2,3,19,9295.92
98.4,7,5,39,9462.72
43.4,3,4,44,6647.98
71.4,6,2,47,7251.44
56.4,6,3,40,11020.58
94.7,7,4,8,22659.14
50.6,2,4,32,10342.64
93.4,6,4,47,17883.19
88,1,3,1,7964.18
27.9,6,2,37,8465.64
36.9,8,3,58,2973.2
23.7,8,2,22,12604.57
89,7,2,14,18637.05
100.3,2,2,49,11788.72
103,4,0,43,8847.06
81.5,7,5,33,9690.67
49.2,7,5,7,183.5
44.9,3,1,7,5818.88
45.8,5,1,15,9144.73
117.5,3,2,52,12656.63
63.1,6,2,51,12262.37
49.4,7,4,49,8849.81
78.6,7,1,37,23776.98
82.3,2,1,21,12467.96
56.6,7,4,36,5209.52
31.3,1,2,7,10901
91.5,3,3,56,23407.78
77.4,6,1,23,18950.64
38.7,4,1,22,16000.98
82,2,3,38,9768.64
87.6,3,2,59,20541.21
47.3,8,1,10,17011.33
82.4,4,1,46,9416.69
43.2,5,1,14,3101
49.9,5,0,48,14538.99
36.7,3,2,19,12620.39
54.9,1,5,25,3755.45
84.4,4,5,23,13018.42
41.6,2,4,12,8740.7
51,7,5,2,0
39,7,1,3,360.73
39,5,2,17,1554.11
